25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,30,30,25,25,25,25,25,25,25,25,25,25,25,25,25,30,30,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,30,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
25,25,25,25,30,30,30,25,25,25,25,25,25,30,25,30,25,25,25,25,30,30,30,25,30,25,25,25,25,25,25,25,25,25,25,25,25,25,30,25,25,25,25,25,25,25,25,30,30,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,30,30,25,25,25,25,30,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
25,30,25,25,25,25,30,25,25,25,25,25,25,30,30,25,25,25,25,25,25,25,25,25,30,30,30,30,25,25,30,30,25,25,25,25,25,25,30,30,30,30,25,25,25,25,25,25,25,30,30,30,30,25,25,25,25,25,25,25,30,30,25,25,25,25,25,25,25,25,25,25,30,30,30,25,25,25,25,25,25,25,25,25,25,25,25,25,30,25,30,25,25,25,30,30,30,30,30,25,25,30,30,25,25,25,25,25,30,30,30,25,25,25
25,30,25,30,25,25,30,25,25,25,25,25,25,30,30,30,25,25,30,30,25,25,25,25,25,25,25,25,25,25,30,25,25,25,25,25,30,25,25,25,25,25,30,30,30,30,25,25,25,25,25,25,30,25,25,25,25,30,25,25,30,25,30,30,25,25,25,25,25,25,25,25,30,25,30,30,30,30,30,30,30,30,30,25,25,25,25,30,30,25,25,30,30,25,30,25,25,25,30,30,30,30,25,25,25,30,30,30,25,25,25,30,30,30
25,25,25,30,25,30,25,25,25,25,25,25,25,30,25,25,30,25,25,25,25,30,25,25,30,30,25,30,25,30,30,25,25,30,30,30,25,30,30,30,25,25,25,25,25,30,25,25,25,25,25,25,30,25,25,25,25,25,25,25,30,25,25,30,25,30,30,25,30,30,25,25,25,30,25,25,25,25,30,25,25,25,25,30,30,30,30,30,30,25,25,25,25,30,30,25,25,25,25,25,30,30,25,25,30,30,25,25,25,25,25,25,25,30
25,30,25,25,25,25,25,25,25,25,25,25,25,30,25,25,30,25,25,25,30,25,25,25,25,30,25,30,30,30,25,25,25,30,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,30,25,25,25,25,25,25,25,25,25,25,25,30,25,25,25,25,30,25,25,25,30,25,25,25,25,25,30,25,25,25,25,25,25,25,25,30,30,25,25,25,30,25,30,25,25,25,25,25,30,30,30,30,25,25,25,25,25,25,25,30,25
25,25,25,25,25,25,25,25,25,30,30,25,25,25,25,30,25,25,25,25,25,25,25,25,25,30,25,25,25,25,25,25,30,25,30,30,30,30,30,25,25,25,25,25,25,30,25,25,30,30,30,30,30,25,25,30,30,25,25,25,25,25,25,25,25,25,25,25,30,25,25,25,25,25,30,25,25,25,25,30,25,25,25,25,25,25,25,25,30,30,25,25,25,30,25,25,30,30,25,25,25,30,30,25,25,30,25,25,25,25,25,30,25,25
25,25,25,25,25,25,30,30,30,25,25,25,25,25,25,30,25,25,25,25,25,25,25,25,25,25,30,30,30,30,25,25,30,25,25,25,25,25,25,30,25,25,30,25,25,30,25,25,30,25,25,25,25,25,25,25,30,25,25,25,25,30,30,30,25,25,25,30,25,25,25,30,30,30,30,30,25,25,25,25,30,30,30,25,25,25,25,25,30,30,25,25,25,30,25,25,25,30,25,25,25,30,30,25,25,25,30,25,25,25,30,25,25,25
25,25,25,25,25,30,30,25,25,25,30,25,25,25,25,25,25,25,30,25,25,25,25,25,25,25,30,25,25,25,30,25,30,30,30,25,30,25,25,25,25,25,30,30,30,25,25,25,30,25,30,30,25,25,25,25,25,25,25,30,30,25,25,25,30,30,25,25,30,30,30,25,25,25,25,30,30,25,25,25,30,30,25,30,25,25,25,30,30,30,25,25,30,30,25,25,25,30,25,25,30,25,30,25,25,25,25,30,30,25,30,25,25,25
25,25,30,25,25,25,25,25,30,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,30,30,25,25,25,30,25,25,25,25,25,25,25,30,25,25,30,25,30,30,25,25,30,25,25,25,30,25,25,25,25,25,25,25,25,30,25,25,25,25,25,25,30,25,25,25,25,25,25,25,25,30,30,30,25,30,25,30,25,30,30,30,25,25,25,25,30,30,30,25,25,25,30,25,25,30,25,30,25,25,25,25,25,30,30,30,25,25,25
